gold_label,gold_token,doc_idx,sent_idx
0,and,41,8
0,try,41,8
0,to,41,8
0,knock,41,8
0,something,41,8
0,together,41,8
0,again,41,8
0,",",41,8
0,"""",41,8
5,IG,41,8
0,market,41,8
0,analyst,41,8
1,Stan,41,8
2,Shamu,41,8
0,said,41,8
0,.,41,8
0,"""",41,9
0,However,41,9
0,",",41,9
0,it,41,9
0,'s,41,9
0,a,41,9
0,lot,41,9
0,worse,41,9
0,on,41,9
0,the,41,9
0,other,41,9
0,side,41,9
0,as,41,9
0,a,41,9
0,',41,9
0,No,41,9
0,',41,9
0,vote,41,9
0,will,41,9
0,present,41,9
0,a,41,9
0,host,41,9
0,of,41,9
0,uncertainties,41,9
0,that,41,9
0,could,41,9
0,really,41,9
0,rattle,41,9
0,markets,41,9
0,...,41,9
0,Either,41,10
0,way,41,10
0,",",41,10
0,traders,41,10
0,will,41,10
0,need,41,10
0,to,41,10
0,buckle,41,10
0,up,41,10
0,for,41,10
0,a,41,10
0,tumultuous,41,10
0,Monday,41,10
0,.,41,10
0,"""",41,10
0,Bund,41,11
0,yields,41,11
0,were,41,11
0,down,41,11
0,1.5,41,11
0,basis,41,11
0,points,41,11
0,at,41,11
0,0.84,41,11
0,percent,41,11
0,.,41,11
0,The,41,12
0,FTSEurofirst,41,12
0,300,41,12
0,edged,41,12
0,0.2,41,12
0,percent,41,12
0,lower,41,12
0,to,41,12
0,"1,524.75",41,12
0,points,41,12
0,",",41,12
0,down,41,12
0,3.1,41,12
0,percent,41,12
0,for,41,12
0,the,41,12
0,week,41,12
0,.,41,12
0,In,41,13
0,lower,41,13
0,-,41,13
0,rated,41,13
0,euro,41,13
0,zone,41,13
0,bond,41,13
0,markets,41,13
0,",",41,13
0,Italian,41,13
0,and,41,13
0,Spanish,41,13
0,10,41,13
0,-,41,13
0,year,41,13
0,yields,41,13
0,were,41,13
0,down,41,13
0,around,41,13
0,2,41,13
0,bps,41,13
0,on,41,13
0,the,41,13
0,day,41,13
0,",",41,13
0,both,41,13
0,at,41,13
0,2.30,41,13
0,percent,41,13
0,",",41,13
0,having,41,13
0,pulled,41,13
0,away,41,13
0,from,41,13
0,German,41,13
0,equivalents,41,13
0,by,41,13
0,around,41,13
0,30,41,13
0,bps,41,13
0,over,41,13
0,the,41,13
0,course,41,13
0,of,41,13
0,the,41,13
0,week,41,13
0,.,41,13
0,The,41,14
0,euro,41,14
0,rose,41,14
0,0.2,41,14
0,percent,41,14
0,to,41,14
0,$,41,14
0,1.1102,41,14
0,.,41,14
0,While,41,15
3,Europe,41,15
0,was,41,15
0,fixated,41,15
0,on,41,15
3,Greece,41,15
0,",",41,15
0,a,41,15
0,rout,41,15
0,in,41,15
0,Chinese,41,15
0,stock,41,15
0,markets,41,15
0,continued,41,15
0,.,41,15
0,Chinese,41,16
0,markets,41,16
0,",",41,16
0,which,41,16
0,had,41,16
0,risen,41,16
0,as,41,16
0,much,41,16
0,as,41,16
0,110,41,16
0,percent,41,16
0,from,41,16
0,November,41,16
0,to,41,16
0,a,41,16
0,peak,41,16
0,in,41,16
0,June,41,16
0,",",41,16
0,have,41,16
0,collapsed,41,16
0,since,41,16
0,June,41,16
0,12,41,16
0,",",41,16
0,losing,41,16
0,more,41,16
0,than,41,16
0,20,41,16
0,percent,41,16
0,.,41,16
0,The,41,17
3,Shanghai,41,17
0,Composite,41,17
0,Index,41,17
0,was,41,17
0,down,41,17
0,5.8,41,17
0,percent,41,17
0,",",41,17
0,while,41,17
0,the,41,17
0,CSI300,41,17
0,Index,41,17
0,fell,41,17
0,5.4,41,17
0,percent,41,17
0,.,41,17
0,JOBS,41,18
0,The,41,19
0,dollar,41,19
0,fell,41,19
0,against,41,19
0,a,41,19
0,basket,41,19
0,of,41,19
0,currencies,41,19
0,on,41,19
0,Friday,41,19
0,",",41,19
0,hurt,41,19
0,by,41,19
0,softer,41,19
0,-,41,19
0,than,41,19
0,-,41,19
0,expected,41,19
3,U.S,41,19
4,.,41,19
0,employment,41,19
0,data,41,19
0,.,41,19
0,The,41,20
3,U.S,41,20
4,.,41,20
0,payrolls,41,20
0,report,41,20
0,showed,41,20
0,employers,41,20
0,hired,41,20
0,"223,000",41,20
0,workers,41,20
0,last,41,20
0,month,41,20
0,",",41,20
0,fewer,41,20
0,than,41,20
0,the,41,20
0,"230,000",41,20
0,increase,41,20
0,forecast,41,20
0,in,41,20
0,a,41,20
5,Reuters,41,20
0,poll,41,20
0,.,41,20
0,The,41,21
0,government,41,21
0,also,41,21
0,downgraded,41,21
0,its,41,21
0,reading,41,21
0,on,41,21
0,April,41,21
0,and,41,21
0,May,41,21
0,job,41,21
0,growth,41,21
0,while,41,21
0,wage,41,21
0,growth,41,21
0,remained,41,21
0,subdued,41,21
0,.,41,21
0,The,41,22
0,dollar,41,22
0,index,41,22
0,was,41,22
0,down,41,22
0,0.15,41,22
0,percent,41,22
0,at,41,22
0,95.977,41,22
0,",",41,22
0,retreating,41,22
0,from,41,22
0,a,41,22
0,four,41,22
0,-,41,22
0,week,41,22
0,high,41,22
0,of,41,22
0,96.422,41,22
0,hit,41,22
0,earlier,41,22
0,in,41,22
0,the,41,22
0,day,41,22
0,.,41,22
0,The,41,23
0,dollar,41,23
0,was,41,23
0,buying,41,23
0,123.03,41,23
0,yen,41,23
0,",",41,23
0,flat,41,23
0,on,41,23
0,the,41,23
0,day,41,23
0,.,41,23
0,"""",41,24
0,With,41,24
0,liquidity,41,24
0,thin,41,24
0,and,41,24
0,the,41,24
0,Greek,41,24
0,referendum,41,24
0,coming,41,24
0,up,41,24
0,",",41,24
0,not,41,24
0,many,41,24
0,would,41,24
0,want,41,24
0,to,41,24
0,take,41,24
0,large,41,24
0,positions,41,24
0,going,41,24
0,into,41,24
0,the,41,24
0,weekend,41,24
0,.,41,24
0,The,41,25
3,U.S,41,25
4,.,41,25
0,jobs,41,25
0,report,41,25
0,has,41,25
0,taken,41,25
0,the,41,25
0,wind,41,25
0,out,41,25
0,of,41,25
0,the,41,25
0,sails,41,25
0,for,41,25
0,the,41,25
0,dollar,41,25
0,for,41,25
0,the,41,25
0,time,41,25
0,being,41,25
0,",",41,25
0,"""",41,25
0,said,41,25
1,Alvin,41,25
2,Tan,41,25
0,",",41,25
0,currency,41,25
0,strategist,41,25
0,at,41,25
5,Societe,41,25
6,Generale,41,25
0,.,41,25
0,Oil,41,26
0,prices,41,26
0,dropped,41,26
0,as,41,26
0,a,41,26
0,rising,41,26
3,U.S,41,26
4,.,41,26
0,rig,41,26
0,count,41,26
0,stoked,41,26
0,fears,41,26
0,of,41,26
0,oversupply,41,26
0,.,41,26
0,Brent,41,27
0,crude,41,27
0,futures,41,27
0,were,41,27
0,down,41,27
0,21,41,27
0,cents,41,27
0,at,41,27
0,$,41,27
0,61.86,41,27
0,per,41,27
0,barrel,41,27
0,",",41,27
0,while,41,27
3,U.S,41,27
4,.,41,27
0,crude,41,27
0,futures,41,27
0,were,41,27
0,$,41,27
0,56.66,41,27
0,.,41,27
0,Spot,41,28
0,gold,41,28
0,gained,41,28
0,0.2,41,28
0,percent,41,28
0,to,41,28
0,$,41,28
0,"1,168.26",41,28
0,an,41,28
0,ounce,41,28
0,.,41,28
0,(,41,29
0,Additional,41,29
0,reporting,41,29
0,by,41,29
1,Anirban,41,29
2,Nag,41,29
0,",",41,29
1,Liisa,41,29
2,Tuhkanen,41,29
0,and,41,29
1,Alistair,41,29
2,Smout,41,29
0,in,41,29
3,London,41,29
0,;,41,29
0,Editing,41,29
0,by,41,29
1,Catherine,41,29
2,Evans,41,29
0,),41,29
3,Europe,42,0
0,’s,42,0
0,pockets,42,0
0,of,42,0
0,strength,42,0
0,may,42,0
0,be,42,0
0,enough,42,0
0,to,42,0
0,help,42,0
0,the,42,0
0,currency,42,0
0,bloc,42,0
0,withstand,42,0
0,the,42,0
0,financial,42,0
0,turmoil,42,0
0,stemming,42,0
0,from,42,0
3,China,42,0
0,’s,42,0
0,slowdown,42,0
0,",",42,0
5,European,42,0
6,Central,42,0
6,Bank,42,0
0,Governing,42,0
0,Council,42,0
0,member,42,0
1,Ewald,42,0
2,Nowotny,42,0
0,said,42,0
0,.,42,0
0,“,42,1
0,There,42,1
0,are,42,1
0,a,42,1
0,number,42,1
0,of,42,1
0,bright,42,1
0,spots,42,1
0,",",42,1
0,”,42,1
1,Nowotny,42,1
0,",",42,1
0,said,42,1
0,in,42,1
0,an,42,1
0,interview,42,1
0,in,42,1
3,Vienna,42,1
0,on,42,1
0,Wednesday,42,1
0,",",42,1
0,citing,42,1
0,steady,42,1
0,growth,42,1
0,in,42,1
3,Germany,42,1
0,",",42,1
3,Spain,42,1
0,and,42,1
0,eastern,42,1
0,European,42,1
0,states,42,1
0,including,42,1
3,Poland,42,1
0,and,42,1
0,the,42,1
3,Czech,42,1
4,Republic,42,1
0,.,42,1
0,“,42,2
0,Some,42,2
0,risks,42,2
0,have,42,2
0,increased,42,2
0,",",42,2
0,especially,42,2
0,in,42,2
0,emerging,42,2
0,markets,42,2
0,.,42,2
0,We,42,3
0,see,42,3
0,on,42,3
0,the,42,3
0,other,42,3
0,hand,42,3
0,that,42,3
0,we,42,3
0,do,42,3
0,have,42,3
0,some,42,3
0,elements,42,3
0,that,42,3
0,might,42,3
0,have,42,3
0,a,42,3
0,positive,42,3
0,effect,42,3
0,on,42,3
0,the,42,3
0,real,42,3
0,economy,42,3
0,in,42,3
3,Europe,42,3
0,",",42,3
0,such,42,3
0,as,42,3
0,the,42,3
0,lowering,42,3
0,of,42,3
0,the,42,3
0,energy,42,3
0,prices,42,3
0,",",42,3
0,which,42,3
0,increases,42,3
0,real,42,3
0,income,42,3
0,.,42,3
0,”,42,3
1,Ewald,42,4
2,Nowotny,42,4
0,Photographer,42,4
0,:,42,4
1,Akos,42,4
2,Stiller,42,4
0,/,42,4
5,Bloomberg,42,4
1,Nowotny,42,4
0,",",42,4
0,the,42,4
0,71,42,4
0,-,42,4
0,year,42,4
0,-,42,4
0,old,42,4
0,governor,42,4
0,of,42,4
3,Austria,42,4
0,’s,42,4
0,central,42,4
0,bank,42,4
0,",",42,4
0,added,42,4
0,his,42,4
0,voice,42,4
0,to,42,4
0,the,42,4
0,debate,42,4
0,over,42,4
0,whether,42,4
0,the,42,4
0,Governing,42,4
0,Council,42,4
0,needs,42,4
0,to,42,4
0,boost,42,4
0,its,42,4
0,1.1,42,4
0,trillion,42,4
0,-,42,4
0,euro,42,4
0,(,42,4
0,$,42,4
0,1.23,42,4
0,trillion,42,4
0,),42,4
0,quantitative,42,4
0,-,42,4
0,easing,42,4
0,program,42,4
0,.,42,4
0,He,42,5
0,told,42,5
5,Bloomberg,42,5
6,Television,42,5
0,in,42,5
0,a,42,5
0,separate,42,5
0,interview,42,5
0,on,42,5
0,Wednesday,42,5
0,that,42,5
0,he,42,5
0,’s,42,5
0,wary,42,5
0,of,42,5
0,expanding,42,5
0,asset,42,5
0,purchases,42,5
0,now,42,5
0,.,42,5
0,With,42,6
0,manufacturing,42,6
0,growth,42,6
0,holding,42,6
0,up,42,6
0,and,42,6
0,economic,42,6
0,confidence,42,6
0,near,42,6
0,record,42,6
0,highs,42,6
0,",",42,6
5,ECB,42,6
0,President,42,6
1,Mario,42,6
2,Draghi,42,6
0,has,42,6
0,said,42,6
0,more,42,6
0,time,42,6
0,is,42,6
0,needed,42,6
0,to,42,6
0,gauge,42,6
0,whether,42,6
0,the,42,6
0,stimulus,42,6
0,is,42,6
0,boosting,42,6
0,inflation,42,6
0,.,42,6
1,Nowotny,42,7
0,said,42,7
0,policy,42,7
0,should,42,7
0,be,42,7
0,guided,42,7
0,by,42,7
0,an,42,7
0,expected,42,7
0,pickup,42,7
0,in,42,7
0,consumer,42,7
0,prices,42,7
0,",",42,7
0,even,42,7
0,as,42,7
0,the,42,7
0,rate,42,7
0,was,42,7
0,just,42,7
0,0.2,42,7
0,percent,42,7
0,in,42,7
0,August,42,7
0,.,42,7
0,The,42,8
5,ECB,42,8
0,foresees,42,8
0,price,42,8
0,growth,42,8
0,of,42,8
0,1.1,42,8
0,percent,42,8
0,in,42,8
0,2016,42,8
0,and,42,8
0,1.7,42,8
0,percent,42,8
0,in,42,8
0,2017,42,8
0,.,42,8
0,That,42,9
0,compares,42,9
0,with,42,9
0,its,42,9
0,medium,42,9
0,-,42,9
0,term,42,9
0,goal,42,9
0,of,42,9
0,just,42,9
0,under,42,9
0,2,42,9
0,percent,42,9
0,.,42,9
0,Negative,42,10
0,Inflation,42,10
0,There,42,11
0,are,42,11
0,a,42,11
0,number,42,11
0,of,42,11
0,reasons,42,11
0,why,42,11
0,“,42,11
0,we,42,11
0,may,42,11
0,have,42,11
0,very,42,11
0,low,42,11
0,or,42,11
0,even,42,11
0,negative,42,11
0,inflation,42,11
0,in,42,11
0,September,42,11
0,and,42,11
0,October,42,11
0,",",42,11
0,”,42,11
1,Nowotny,42,11
0,said,42,11
0,.,42,11
0,“,42,12
0,Then,42,12
0,those,42,12
0,effects,42,12
0,will,42,12
0,have,42,12
0,come,42,12
0,to,42,12
0,an,42,12
0,end,42,12
0,and,42,12
0,we,42,12
0,’re,42,12
0,back,42,12
0,in,42,12
0,more,42,12
0,normal,42,12
0,territory,42,12
0,.,42,12
0,So,42,13
0,in,42,13
0,this,42,13
0,case,42,13
0,I,42,13
0,’d,42,13
0,recommend,42,13
0,a,42,13
0,look,42,13
0,-,42,13
0,through,42,13
0,policy,42,13
0,",",42,13
0,not,42,13
0,to,42,13
0,be,42,13
0,influenced,42,13
0,by,42,13
0,those,42,13
0,very,42,13
0,short,42,13
0,-,42,13
0,term,42,13
0,effects,42,13
0,.,42,13
0,”,42,13
0,Nevertheless,42,14
0,",",42,14
0,growth,42,14
0,strong,42,14
0,enough,42,14
0,to,42,14
0,drive,42,14
0,inflation,42,14
0,back,42,14
0,to,42,14
0,safer,42,14
0,territory,42,14
0,may,42,14
0,not,42,14
0,arrive,42,14
0,without,42,14
0,an,42,14
0,increase,42,14
0,in,42,14
0,investment,42,14
0,.,42,14
0,That,42,15
0,’s,42,15
0,being,42,15
0,held,42,15
0,back,42,15
0,by,42,15
0,a,42,15
0,lack,42,15
0,of,42,15
0,certainty,42,15
0,about,42,15
0,the,42,15
0,future,42,15
0,",",42,15
0,worsened,42,15
0,by,42,15
0,factors,42,15
0,including,42,15
0,news,42,15
0,about,42,15
0,emerging,42,15
0,markets,42,15
0,",",42,15
0,he,42,15
0,said,42,15
0,.,42,15
0,“,42,16
0,With,42,16
0,developments,42,16
0,in,42,16
3,Russia,42,16
0,",",42,16
0,and,42,16
0,in,42,16
3,China,42,16
0,",",42,16
0,the,42,16
0,real,42,16
0,-,42,16
0,economy,42,16
0,effect,42,16
0,on,42,16
3,Europe,42,16
0,is,42,16
0,not,42,16
0,that,42,16
0,big,42,16
0,",",42,16
0,but,42,16
0,the,42,16
0,expectation,42,16
0,effect,42,16
0,may,42,16
0,be,42,16
0,really,42,16
0,negative,42,16
0,",",42,16
0,”,42,16
0,he,42,16
0,said,42,16
0,",",42,16
0,adding,42,16
0,that,42,16
0,fiscal,42,16
0,and,42,16
0,energy,42,16
0,policy,42,16
0,are,42,16
0,also,42,16
0,factors,42,16
0,.,42,16
0,“,42,17
0,The,42,17
0,more,42,17
0,we,42,17
0,have,42,17
0,an,42,17
0,increase,42,17
0,in,42,17
0,uncertainty,42,17
0,",",42,17
0,the,42,17
0,worse,42,17
0,the,42,17
0,investment,42,17
0,climate,42,17
0,will,42,17
0,be,42,17
0,.,42,17
0,”,42,17
5,Motley,43,0
6,Fool,43,0
0,Mobile,43,0
0,8,43,0
0,Top,43,0
0,Stocks,43,0
0,to,43,0
0,Buy,43,0
0,in,43,0
0,August,43,0
0,These,43,1
0,stocks,43,1
0,represent,43,1
0,eight,43,1
0,unique,43,1
0,takes,43,1
0,on,43,1
0,incredible,43,1
0,long,43,1
0,-,43,1
0,term,43,1
0,value,43,1
0,.,43,1
0,Dive,43,2
0,in,43,2
0,to,43,2
0,learn,43,2
0,more,43,2
0,about,43,2
0,what,43,2
5,Amazon,43,2
0,",",43,2
5,Apple,43,2
0,",",43,2
5,Starbucks,43,2
0,",",43,2
5,Mattel,43,2
0,",",43,2
5,Limelight,43,2
6,Networks,43,2
0,",",43,2
5,Restaurant,43,2
6,Brands,43,2
6,International,43,2
0,",",43,2
5,Microsoft,43,2
0,",",43,2
0,and,43,2
5,Disney,43,2
0,have,43,2
0,to,43,2
0,offer,43,2
0,.,43,2
1,Anders,43,3
2,Bylund,43,3
0,TMFZahrim,43,3
0,Aug,43,3
0,1,43,3
0,",",43,3
0,2015,43,3
0,at,43,3
0,5:03,43,3
0,PM,43,3
0,In,43,4
0,the,43,4
0,dog,43,4
0,days,43,4
0,of,43,4
0,summer,43,4
0,",",43,4
0,July,43,4
0,has,43,4
0,handed,43,4
0,off,43,4
0,the,43,4
0,baton,43,4
0,to,43,4
0,August,43,4
0,.,43,4
0,With,43,5
0,the,43,5
0,new,43,5
0,month,43,5
0,comes,43,5
0,a,43,5
0,great,43,5
0,time,43,5
0,to,43,5
0,find,43,5
0,some,43,5
0,new,43,5
0,stocks,43,5
0,",",43,5
0,or,43,5
0,old,43,5
0,favorites,43,5
0,",",43,5
0,to,43,5
0,invest,43,5
0,in,43,5
0,.,43,5
0,You,43,6
0,'re,43,6
0,probably,43,6
0,looking,43,6
0,for,43,6
0,a,43,6
0,list,43,6
0,of,43,6
0,timely,43,6
0,stock,43,6
0,ideas,43,6
0,right,43,6
0,now,43,6
0,--,43,6
0,and,43,6
0,you,43,6
0,'re,43,6
0,searching,43,6
0,in,43,6
0,all,43,6
0,the,43,6
0,right,43,6
0,places,43,6
0,!,43,6
0,We,43,7
0,asked,43,7
0,a,43,7
0,panel,43,7
0,of,43,7
5,Motley,43,7
6,Fool,43,7
0,contributors,43,7
0,covering,43,7
0,technology,43,7
0,and,43,7
0,consumer,43,7
0,goods,43,7
0,companies,43,7
0,to,43,7
0,weigh,43,7
0,in,43,7
0,with,43,7
0,their,43,7
0,best,43,7
0,stock,43,7
0,ideas,43,7
0,at,43,7
0,the,43,7
0,start,43,7
0,of,43,7
0,August,43,7
0,.,43,7
0,They,43,8
0,came,43,8
0,back,43,8
0,with,43,8
0,classics,43,8
0,like,43,8
0,i,43,8
0,Phone,43,8
0,maker,43,8
5,Apple,43,8
0,(,43,8
5,NASDAQ,43,8
0,:,43,8
5,AAPL,43,8
0,),43,8
0,",",43,8
0,e-commerce,43,8
0,titan,43,8
5,Amazon.com,43,8
0,(,43,8
5,NASDAQ,43,8
0,:,43,8
5,AMZN,43,8
0,),43,8
0,",",43,8
0,and,43,8
0,coffee,43,8
0,chain,43,8
5,Starbucks,43,8
0,(,43,8
5,NASDAQ,43,8
0,:,43,8
5,SBUX,43,8
0,),43,8
0,",",43,8
0,all,43,8
0,of,43,8
0,which,43,8
0,offer,43,8
0,unique,43,8
0,value,43,8
0,right,43,8
0,now,43,8
0,.,43,8
0,Toy,43,9
0,maker,43,9
5,Mattel,43,9
0,(,43,9
5,NASDAQ,43,9
0,:,43,9
5,MAT,43,9
0,),43,9
0,is,43,9
0,a,43,9
0,turnaround,43,9
0,story,43,9
0,;,43,9
0,online,43,9
0,content,43,9
0,delivery,43,9
0,expert,43,9
5,Limelight,43,9
6,Networks,43,9
0,(,43,9
5,NASDAQ,43,9
0,:,43,9
5,LLNW,43,9
0,),43,9
0,is,43,9
0,a,43,9
0,momentum,43,9
0,stock,43,9
0,taking,43,9
0,a,43,9
0,quick,43,9
0,break,43,9
0,from,43,9
0,dramatic,43,9
0,gains,43,9
0,.,43,9
5,Restaurant,43,10
6,Brands,43,10
6,International,43,10
0,(,43,10
5,NYSE,43,10
0,:,43,10
5,QSR,43,10
0,),43,10
0,is,43,10
0,creating,43,10
0,something,43,10
0,greater,43,10
0,than,43,10
0,the,43,10
0,sum,43,10
0,of,43,10
0,its,43,10
0,famous,43,10
0,parts,43,10
0,",",43,10
0,and,43,10
0,the,43,10
0,market,43,10
0,misunderstood,43,10
5,Microsoft,43,10
0,(,43,10
5,NASDAQ,43,10
0,:,43,10
5,MSFT,43,10
0,),43,10
0,in,43,10
0,the,43,10
0,second,43,10
0,quarter,43,10
0,.,43,10
0,And,43,11
0,have,43,11
0,you,43,11
0,seen,43,11
0,what,43,11
0,'s,43,11
0,coming,43,11
0,down,43,11
0,family,43,11
0,entertainment,43,11
0,giant,43,11
5,Walt,43,11
6,Disney,43,11
0,'s,43,11
0,(,43,11
5,NYSE,43,11
0,:,43,11
5,DIS,43,11
0,),43,11
0,pipeline,43,11
0,?,43,11
0,That,43,12
0,'s,43,12
0,the,43,12
0,"30,000",43,12
0,-,43,12
0,foot,43,12
0,bird,43,12
0,'s,43,12
0,-,43,12
0,eye,43,12
0,view,43,12
0,.,43,12
0,For,43,13
0,all,43,13
0,the,43,13
0,juicy,43,13
0,detail,43,13
0,",",43,13
0,dig,43,13
0,in,43,13
0,right,43,13
0,here,43,13
0,:,43,13
1,Joe,43,13
2,Tenebruso,43,13
0,(,43,13
5,Amazon,43,13
0,),43,13
0,:,43,13
5,Amazon,43,13
0,is,43,13
0,n't,43,13
0,just,43,13
0,winning,43,13
0,the,43,13
0,war,43,13
0,for,43,13
0,online,43,13
0,commerce,43,13
0,--,43,13
0,it,43,13
0,'s,43,13
0,already,43,13
0,won,43,13
0,.,43,13
0,And,43,14
0,it,43,14
0,'s,43,14
0,not,43,14
0,just,43,14
0,desktop,43,14
0,shopping,43,14
0,where,43,14
5,Amazon,43,14
0,dominates,43,14
0,;,43,14
0,the,43,14
0,retail,43,14
0,juggernaut,43,14
0,is,43,14
0,also,43,14
0,rapidly,43,14
0,establishing,43,14
0,a,43,14
0,formidable,43,14
0,presence,43,14
0,in,43,14
0,mobile,43,14
0,commerce,43,14
0,.,43,14
0,A,43,15
0,recent,43,15
0,survey,43,15
0,by,43,15
5,Mizuho,43,15
6,Securities,43,15
0,showed,43,15
0,that,43,15
0,when,43,15
0,it,43,15
0,comes,43,15
0,to,43,15
0,shopping,43,15
0,on,43,15
0,a,43,15
0,smartphone,43,15
0,",",43,15
0,nearly,43,15
0,half,43,15
0,(,43,15
0,45,43,15
0,%,43,15
0,),43,15
0,of,43,15
0,smartphone,43,15
0,users,43,15
0,start,43,15
0,with,43,15
5,Amazon,43,15
0,.,43,15
0,That,43,16
0,compared,43,16
0,to,43,16
0,16,43,16
0,%,43,16
0,for,43,16
5,Google,43,16
0,",",43,16
0,6,43,16
0,%,43,16
0,for,43,16
5,eBay,43,16
0,",",43,16
0,and,43,16
0,only,43,16
0,2,43,16
0,%,43,16
0,and,43,16
0,1,43,16
0,%,43,16
0,for,43,16
5,Wal,43,16
6,-,43,16
6,Mart,43,16
0,and,43,16
5,Target,43,16
0,",",43,16
0,respectively,43,16
0,.,43,16
0,As,43,17
0,these,43,17
0,results,43,17
0,demonstrate,43,17
0,",",43,17
5,Amazon,43,17
0,is,43,17
0,quickly,43,17
0,becoming,43,17
0,the,43,17
0,first,43,17
0,",",43,17
0,last,43,17
0,",",43,17
0,and,43,17
0,only,43,17
0,place,43,17
0,people,43,17
0,shop,43,17
0,online,43,17
0,.,43,17
0,The,43,18
0,e-commerce,43,18
0,titan,43,18
0,recently,43,18
0,surpassed,43,18
5,Wal,43,18
6,-,43,18
6,Mart,43,18
0,in,43,18
0,terms,43,18
0,of,43,18
0,market,43,18
0,capitalization,43,18
0,",",43,18
0,and,43,18
0,rightfully,43,18
0,so,43,18
0,.,43,18
0,With,43,19
0,still,43,19
0,less,43,19
0,than,43,19
0,10,43,19
0,%,43,19
0,of,43,19
0,global,43,19
0,retail,43,19
0,sales,43,19
0,conducted,43,19
0,online,43,19
0,",",43,19
0,the,43,19
0,growth,43,19
0,of,43,19
0,e-commerce,43,19
0,remains,43,19
0,in,43,19
0,its,43,19
0,early,43,19
0,innings,43,19
0,.,43,19
0,And,43,20
0,no,43,20
0,company,43,20
0,is,43,20
0,as,43,20
0,well,43,20
0,-,43,20
0,positioned,43,20
0,to,43,20
0,benefit,43,20
0,from,43,20
0,this,43,20
0,megatrend,43,20
0,as,43,20
5,Amazon,43,20
0,.,43,20
0,Image,43,21
0,source,43,21
0,:,43,21
5,Apple,43,21
0,.,43,21
1,Andres,43,22
2,Cardenal,43,22
0,(,43,22
5,Apple,43,22
0,),43,22
0,:,43,22
5,Apple,43,22
0,stock,43,22
0,took,43,22
0,a,43,22
0,beating,43,22
0,recently,43,22
0,",",43,22
0,falling,43,22
0,by,43,22
0,nearly,43,22
0,5,43,22
0,%,43,22
0,",",43,22
0,after,43,22
0,the,43,22
0,company,43,22
0,reported,43,22
0,earnings,43,22
0,for,43,22
0,the,43,22
0,latest,43,22
0,quarter,43,22
0,.,43,22
0,Investors,43,23
0,seem,43,23
0,to,43,23
0,be,43,23
0,disappointed,43,23
0,with,43,23
0,lower,43,23
0,-,43,23
0,than,43,23
0,-,43,23
0,expected,43,23
0,i,43,23
0,Phone,43,23
0,sales,43,23
0,during,43,23
0,the,43,23
0,quarter,43,23
0,",",43,23
0,but,43,23
0,the,43,23
0,bears,43,23
0,may,43,23
0,be,43,23
0,missing,43,23
0,the,43,23
0,forest,43,23
0,for,43,23
0,the,43,23
0,trees,43,23
0,",",43,23
0,since,43,23
5,Apple,43,23
0,'s,43,23
0,overall,43,23
0,financial,43,23
0,performance,43,23
0,is,43,23
0,nothing,43,23
0,short,43,23
0,of,43,23
0,outstanding,43,23
0,.,43,23
0,Total,43,24
0,revenue,43,24
0,during,43,24
0,the,43,24
0,quarter,43,24
0,ended,43,24
0,on,43,24
0,June,43,24
0,30,43,24
0,jumped,43,24
0,33,43,24
0,%,43,24
0,year,43,24
0,over,43,24
0,year,43,24
0,",",43,24
0,reaching,43,24
0,$,43,24
0,49.6,43,25
0,billion,43,25
0,.,43,25
0,Profit,43,26
0,margins,43,26
0,are,43,26
0,expanding,43,26
0,",",43,26
0,and,43,26
0,the,43,26
0,company,43,26
0,is,43,26
0,reducing,43,26
0,the,43,26
0,amount,43,26
0,of,43,26
0,shares,43,26
0,outstanding,43,26
0,via,43,26
0,stock,43,26
0,buybacks,43,26
0,",",43,26
0,so,43,26
0,earnings,43,26
0,per,43,26
0,share,43,26
0,jumped,43,26
0,by,43,26
0,an,43,26
0,even,43,26
0,more,43,26
0,impressive,43,26
0,45,43,26
0,%,43,26
0,from,43,26
0,the,43,26
0,same,43,26
0,quarter,43,26
0,last,43,26
0,year,43,26
0,.,43,26
0,i,43,27
0,Phone,43,27
0,revenue,43,27
0,grew,43,27
0,by,43,27
0,a,43,27
0,strong,43,27
0,59,43,27
0,%,43,27
0,to,43,27
0,$,43,27
0,31.4,43,27
0,billion,43,27
0,.,43,27
0,Only,43,28
0,when,43,28
0,expectations,43,28
0,are,43,28
0,sky,43,28
0,-,43,28
0,high,43,28
0,can,43,28
0,this,43,28
0,kind,43,28
0,of,43,28
0,performance,43,28
0,be,43,28
0,considered,43,28
0,a,43,28
0,disappointment,43,28
0,.,43,28
0,A,43,29
0,new,43,29
0,i,43,29
0,Phone,43,29
0,model,43,29
0,is,43,29
0,expected,43,29
0,in,43,29
0,September,43,29
0,",",43,29
0,and,43,29
5,Apple,43,29
0,is,43,29
0,venturing,43,29
0,into,43,29
0,new,43,29
0,products,43,29
0,and,43,29
0,services,43,29
0,with,43,29
0,initiatives,43,29
0,such,43,29
0,as,43,29
0,Apple,43,29
0,Watch,43,29
0,",",43,29
0,Apple,43,29
0,Pay,43,29
0,and,43,29
0,Apple,43,29
0,Music,43,29
0,.,43,29
0,Considering,43,30
0,the,43,30
0,company,43,30
0,'s,43,30
0,brand,43,30
0,power,43,30
0,and,43,30
0,track,43,30
0,record,43,30
0,of,43,30
0,success,43,30
